question_id,question,options,answer,answer_index,cot_content,category,src
255,"(A) How many gallons are there in 12 liters? (B) How many liters are there in 10 quarts? Metric to Customary Units Customary to Metric Units 1 liter = 1.057 quarts .264 gallon 1 quart = .946 liter 1 gallon = 3.785 liters 1 milliliter = .0338 ounce 1 ounce = 29.57 milliliters
Options:
 A. (A) 3.168 gallons (B) 9.46 liters
B. (A) 3.18 gallons (B) 9.6 liters
C. (A) 2.64 gallons (B) 9.46 liters
D. (A) 2.5 gallons (B) 9 liters
E. (A) 2.64 gallons (B) 10.5 liters
F. (A) 3.5 gallons (B) 9.46 liters
G. (A) 3 gallons (B) 9.5 liters
H. (A) 3.168 gallons (B) 10.46 liters
I. (A) 3.168 gallons (B) 11 liters
J. (A) 3.2 gallons (B) 10 liters","['(A) 3.168 gallons (B) 9.46 liters' '(A) 3.18 gallons (B) 9.6 liters'
 '(A) 2.64 gallons (B) 9.46 liters' '(A) 2.5 gallons (B) 9 liters'
 '(A) 2.64 gallons (B) 10.5 liters' '(A) 3.5 gallons (B) 9.46 liters'
 '(A) 3 gallons (B) 9.5 liters' '(A) 3.168 gallons (B) 10.46 liters'
 '(A) 3.168 gallons (B) 11 liters' '(A) 3.2 gallons (B) 10 liters']",A,0,,business,stemez-Business
2816,"Tay-Sachs is a disease caused by a recessive allele. Individuals with the genetic disorder usually do not survive more than a few years, and thus are not able to reproduce and pass on the gene. What would explain how this allele and its associated disease is preserved in the population?
Options:
 A. Occasionally the gene will instead increase the fitness of the individual.
B. Tay-Sachs is asymptomatic in people who are homozygous recessive.
C. The recessive allele is actually beneficial in certain environments.
D. The disease increases the fertility of those who carry it.
E. Tay-Sachs is a dominant disease, so carriers will show symptoms.
F. Spontaneous mutation converts the dominant allele to the recessive form.
G. Heterozygous individuals will show no symptoms.
H. The gene for Tay-Sachs also provides resistance to another disease.
I. The disease can be cured, so individuals with the disorder are able to reproduce.
J. The allele is not preserved and is actually decreasing in frequency.","['Occasionally the gene will instead increase the fitness of the individual.'
 'Tay-Sachs is asymptomatic in people who are homozygous recessive.'
 'The recessive allele is actually beneficial in certain environments.'
 'The disease increases the fertility of those who carry it.'
 'Tay-Sachs is a dominant disease, so carriers will show symptoms.'
 'Spontaneous mutation converts the dominant allele to the recessive form.'
 'Heterozygous individuals will show no symptoms.'
 'The gene for Tay-Sachs also provides resistance to another disease.'
 'The disease can be cured, so individuals with the disorder are able to reproduce.'
 'The allele is not preserved and is actually decreasing in frequency.']",G,6,,biology,ori_mmlu-high_school_biology
10917," Which of the following is not one of the four main excuses for terrorism that Michael Walzer discusses?
Options:
 A. Terrorism is a form of freedom of speech.
B. Terrorism is a necessary evil.
C. Terrorism benefits oppressed groups.
D. Terrorism is driven by economic factors.
E. Terrorism is a legitimate form of self-defense.
F. All political activity is terroristic.
G. Terrorism is a method of political influence.
H. Terrorism is a response to unjust government actions.
I. Terrorism is a last resort.
J. Terrorism is an expression of religious beliefs.","['Terrorism is a form of freedom of speech.'
 'Terrorism is a necessary evil.' 'Terrorism benefits oppressed groups.'
 'Terrorism is driven by economic factors.'
 'Terrorism is a legitimate form of self-defense.'
 'All political activity is terroristic.'
 'Terrorism is a method of political influence.'
 'Terrorism is a response to unjust government actions.'
 'Terrorism is a last resort.'
 'Terrorism is an expression of religious beliefs.']",A,0,,philosophy,ori_mmlu-moral_disputes
553,"Circle Electronics can produce and sell x number of calculators a month. If it costs x^2 dollars to produce x number of calculators and each calculator is sold wholesale at $100, how many calculators should Circle Electronics produce monthly to maximize its profit?
Options:
 A. 110
B. 75
C. 80
D. 30
E. 25
F. 40
G. 100
H. 50
I. 60
J. 90",['110' '75' '80' '30' '25' '40' '100' '50' '60' '90'],H,7,,business,stemez-Business
1539,"A defendant charged with first-degree murder shall be furnished with a list containing names and addresses of all prospective jurors
Options:
 A. only if the prosecutor agrees.
B. immediately after being charged.
C. upon request and showing of good cause.
D. upon court order.
E. under no circumstances.
F. only if the jurors give consent.
G. at the discretion of the judge.
H. upon request.
I. upon payment of a fee.
J. only if the defendant can prove it's necessary for their defense.","['only if the prosecutor agrees.' 'immediately after being charged.'
 'upon request and showing of good cause.' 'upon court order.'
 'under no circumstances.' 'only if the jurors give consent.'
 'at the discretion of the judge.' 'upon request.'
 'upon payment of a fee.'
 ""only if the defendant can prove it's necessary for their defense.""]",H,7,,law,ori_mmlu-professional_law
9095,"A car starts from rest and reaches a speed of 30 miles per hour in 8 seconds. What is its acceleration?
Options:
 A. 6.5 ft per sec per sec
B. 6.0 ft per sec per sec
C. 5.5 ft per sec per sec
D. 4.0 ft per sec per sec
E. 2.5 ft per sec per sec
F. 4.5 ft per sec per sec
G. 8.0 ft per sec per sec
H. 3.75 ft per sec per sec
I. 7.0 ft per sec per sec
J. 5.0 ft per sec per sec","['6.5 ft per sec per sec' '6.0 ft per sec per sec'
 '5.5 ft per sec per sec' '4.0 ft per sec per sec'
 '2.5 ft per sec per sec' '4.5 ft per sec per sec'
 '8.0 ft per sec per sec' '3.75 ft per sec per sec'
 '7.0 ft per sec per sec' '5.0 ft per sec per sec']",C,2,,physics,stemez-Physics
8958,"A certain vibrating system satisfies the equation $u^{\prime \prime}+\gamma u^{\prime}+u=0$. Find the value of the damping coefficient $\gamma$ for which the quasi period of the damped motion is $50 \%$ greater than the period of the corresponding undamped motion.
Options:
 A. 1.5923
B. 1.4142
C. 1.7321
D. 1.2247
E. 1.3333
F.  1.4907
G. 1.7089
H. 1.2500
I. 1.3295
J. 1.6180","['1.5923' '1.4142' '1.7321' '1.2247' '1.3333' ' 1.4907' '1.7089' '1.2500'
 '1.3295' '1.6180']",F,5,,math,scibench-diff
12228,"A test charge q C, moving with a velocityv= (i_x +i_y) m/sec, experiences no force in a region of electric and magnetic fields. If the magnetic flux density B= (i_x - 2i_z)Wb/m^2, findE.
Options:
 A. (i_z - 2i_y) volts/m
B. (-i_x + i_y) volts/m
C. (3i_x - i_y - 2i_z) volts/m
D. (2ix - 2i_y +i_z) volts/m
E. (i_x - 2i_z) volts/m
F. (2i_x - i_y) volts/m
G. (i_x +i_y) volts/m
H. (2ix + 2i_y -i_z) volts/m
I. (i_y + i_z) volts/m
J. (i_x + 2i_y + i_z) volts/m","['(i_z - 2i_y) volts/m' '(-i_x + i_y) volts/m'
 '(3i_x - i_y - 2i_z) volts/m' '(2ix - 2i_y +i_z) volts/m'
 '(i_x - 2i_z) volts/m' '(2i_x - i_y) volts/m' '(i_x +i_y) volts/m'
 '(2ix + 2i_y -i_z) volts/m' '(i_y + i_z) volts/m'
 '(i_x + 2i_y + i_z) volts/m']",D,3,,engineering,stemez-Electromagnetics
8503,"What is (sin(2x) / x)^(1+x) when x is approaching 0?
Options:
 A. 1.0
B. 2.0
C. ∞ (Infinity)
D. -1.0
E. 1.5
F. 3.0
G. 0
H. 0.5
I. Undefined
J. e (Euler's number)","['1.0' '2.0' '∞ (Infinity)' '-1.0' '1.5' '3.0' '0' '0.5' 'Undefined'
 ""e (Euler's number)""]",B,1,,math,theoremQA-Math
7623,"Households demand more money as an asset when
Options:
 A. the demand for goods and services decreases.
B. the stock market crashes.
C. bond prices fall.
D. the nominal interest rate falls.
E. the unemployment rate rises.
F. the supply of bonds increases.
G. nominal GDP falls.
H. the inflation rate rises.
I. the supply of money falls.
J. real GDP falls.","['the demand for goods and services decreases.'
 'the stock market crashes.' 'bond prices fall.'
 'the nominal interest rate falls.' 'the unemployment rate rises.'
 'the supply of bonds increases.' 'nominal GDP falls.'
 'the inflation rate rises.' 'the supply of money falls.'
 'real GDP falls.']",D,3,,economics,ori_mmlu-high_school_macroeconomics
8755,"what is the limit of $(n!)^{1/n}/n$ as n goes to infinity? Round the answer to the thousands decimal.
Options:
 A. 0.987654321
B. 1.23456789
C. 0.111111111
D. 0.367879441",['0.987654321' '1.23456789' '0.111111111' '0.367879441'],D,3,,math,theoremQA-Math
10499,"Calculate the Hamming pairwise distances and determine the minimum Hamming distance among the following codewords: 00000,10101,01010
Options:
 A. 3
B. 6
C. 10
D. 7
E. 8
F. 1
G. 9
H. 4
I. 5
J. 2",['3' '6' '10' '7' '8' '1' '9' '4' '5' '2'],J,9,,computer science,theoremQA-EECS
9964,"Air at pressure 1.47 lb/in.^2 is pumped into a tank whose volume is 42.5 ft^3. What volume of air must be pumped in to make the gage read 55.3 lb/in.^2 if the temperature is raised from 70 to 80°F in the process?
Options:
 A. 200 ft^3
B. 186 ft^3
C. 175 ft^3
D. 160 ft^3
E. 195 ft^3
F. 240 ft^3
G. 150 ft^3
H. 210 ft^3
I. 225 ft^3
J. 170 ft^3","['200 ft^3' '186 ft^3' '175 ft^3' '160 ft^3' '195 ft^3' '240 ft^3'
 '150 ft^3' '210 ft^3' '225 ft^3' '170 ft^3']",B,1,,physics,stemez-Physics
2146,"Which of the following has the highest predictive validity in personnel selection in industry
Options:
 A. A projective technique
B. A skills test
C. A reference check
D. A job sample test
E. An objective personality inventory
F. A self-assessment survey
G. A group interview
H. A biographical inventory
I. An interview by the personnel manager","['A projective technique' 'A skills test' 'A reference check'
 'A job sample test' 'An objective personality inventory'
 'A self-assessment survey' 'A group interview' 'A biographical inventory'
 'An interview by the personnel manager']",H,7,,psychology,ori_mmlu-professional_psychology
8862,"A certain college graduate borrows $8000 to buy a car. The lender charges interest at an annual rate of 10%. What monthly payment rate is required to pay off the loan in 3 years?
Options:
 A. $275.00
B. $220.00
C.  258.14 $
D. $245.00
E. $280.00
F. $350.00
G. $265.00
H. $300.00
I. $310.00
J. $400.00","['$275.00' '$220.00' ' 258.14 $' '$245.00' '$280.00' '$350.00' '$265.00'
 '$300.00' '$310.00' '$400.00']",C,2,,math,scibench-diff
7326,"How does a progressive income tax help to stabilize the economy?
Options:
 A. It encourages higher spending in the private sector.
B. It caps personal wealth to a fixed amount.
C. It directly controls inflation.
D. It increases government revenue.
E. It adds an element of built-in stability to an economy.
F. It reduces income inequality.
G. It incentivizes higher investment in education.
H. It reduces the cost of living for all citizens.
I. It decreases the overall tax burden.
J. It promotes economic growth.","['It encourages higher spending in the private sector.'
 'It caps personal wealth to a fixed amount.'
 'It directly controls inflation.' 'It increases government revenue.'
 'It adds an element of built-in stability to an economy.'
 'It reduces income inequality.'
 'It incentivizes higher investment in education.'
 'It reduces the cost of living for all citizens.'
 'It decreases the overall tax burden.' 'It promotes economic growth.']",E,4,,economics,stemez-Economics
4943,"This question refers to the following information.
""If it be conceded, as it must be by every one who is the least conversant with our institutions, that the sovereign powers delegated are divided between the General and State Governments, and that the latter hold their portion by the same tenure as the former, it would seem impossible to deny to the States the right of deciding on the infractions of their powers, and the proper remedy to be applied for their correction. The right of judging, in such cases, is an essential attribute of sovereignty, of which the States cannot be divested without losing their sovereignty itself, and being reduced to a subordinate corporate condition. In fact, to divide power, and to give to one of the parties the exclusive right of judging of the portion allotted to each, is, in reality, not to divide it at all; and to reserve such exclusive right to the General Government (it matters not by what department to be exercised), is to convert it, in fact, into a great consolidated government, with unlimited powers, and to divest the States, in reality, of all their rights, It is impossible to understand the force of terms, and to deny so plain a conclusion.""
—John C. Calhoun, ""South Carolina Exposition and Protest,"" 1828
The issue that precipitated the passage excerpted above was
Options:
 A. the question of secession from the Union.
B. the enactment of the Missouri Compromise.
C. the issue of slavery in new territories.
D. the purchase of Louisiana territory.
E. the removal of American Indians from the South.
F. the passage of an act creating higher tariff rates.
G. the debate over states' rights.
H. the funding of ""internal improvements.""
I. the rechartering of the Second Bank of the United States.
J. the passing of the Fugitive Slave Act.","['the question of secession from the Union.'
 'the enactment of the Missouri Compromise.'
 'the issue of slavery in new territories.'
 'the purchase of Louisiana territory.'
 'the removal of American Indians from the South.'
 'the passage of an act creating higher tariff rates.'
 ""the debate over states' rights.""
 'the funding of ""internal improvements.""'
 'the rechartering of the Second Bank of the United States.'
 'the passing of the Fugitive Slave Act.']",F,5,,history,ori_mmlu-high_school_us_history
1317,"After graduating from law school, a graduate moved to a city where she had been offered a position in an entertainment law firm. When she arrived, the graduate was told that her job was contingent on passing the state bar examination, which was being offered in July. In preparing for the bar examination, the graduate planned to take a bar review course. Although she had not pre-enrolled, the graduate planned to attend and pay for the course at registration. On the morning the course was set to begin, the graduate arrived late after getting stuck in freeway traffic. By the time the graduate got to the course location, registration had already been completed. When the graduate looked into the room where the course was being conducted, she saw the lecture had begun, and everyone was inside busily taking notes. Panicky, the graduate picked up a set of course materials that were lying on the registration table and entered without paying. Although the graduate intended to pay the enrollment fee, no one was at the registration table to take her money. After attending the first couple of classes, the graduate sent a cashier's check for the full amount of the enrollment fee to the bar review company. Unbeknownst to the graduate, the bar review course's regional director noticed that she had entered the lectures without paying. After ascertaining her identity from a fellow student who knew the graduate, the company filed a complaint with the local prosecutor, and a warrant was issued for her arrest. The complaint charged the graduate with the crime of larceny by trick, for deliberately failing to pay for services rendered. After the complaint was issued, the graduate's check arrived at the company's office. The company deposited the check but failed to inform the prosecutor that payment had been received. The graduate was arrested and held in custody overnight before the matter was resolved. The graduate suffered severe emotional distress at the publicity she received in the local newspapers and the humiliation she suffered for being arrested and held in police custody. Terribly upset, the graduate was unable to take the bar exam and, thus, lost her job at the entertainment law firm. If the graduate asserts a claim against the bar-review company based on infliction of emotional distress, will she prevail?
Options:
 A. Yes, because the graduate did not intend to defraud the company.
B. Yes, because the graduate was unfairly arrested and held in custody overnight.
C. No, because the company was within its rights to file a complaint when it noticed the graduate had attended without paying.
D. No, because filing-the complaint with the prosecutor was not outrageous conduct.
E. Yes, because the graduate ended up losing her job due to the emotional distress caused by the situation.
F. No, because the company did not intend to cause the graduate to suffer severe emotional distress.
G. Yes, because the company did not attempt to contact the graduate before filing a complaint.
H. No, because the graduate did initially attend the course without paying the enrollment fee.
I. Yes, because the company made no effort to inform the prosecutor that the registration fee had been paid in full.
J. No, because the graduate should have pre-enrolled for the course to ensure her spot.","['Yes, because the graduate did not intend to defraud the company.'
 'Yes, because the graduate was unfairly arrested and held in custody overnight.'
 'No, because the company was within its rights to file a complaint when it noticed the graduate had attended without paying.'
 'No, because filing-the complaint with the prosecutor was not outrageous conduct.'
 'Yes, because the graduate ended up losing her job due to the emotional distress caused by the situation.'
 'No, because the company did not intend to cause the graduate to suffer severe emotional distress.'
 'Yes, because the company did not attempt to contact the graduate before filing a complaint.'
 'No, because the graduate did initially attend the course without paying the enrollment fee.'
 'Yes, because the company made no effort to inform the prosecutor that the registration fee had been paid in full.'
 'No, because the graduate should have pre-enrolled for the course to ensure her spot.']",I,8,,law,ori_mmlu-professional_law
652,"A plastics company has determined that the cost of waste is fixed at $12 for up to 20 modules. After this, the waste cost increases according to the function $4 (p - 20)^2 where p is the modules in excess of 20 produced. (i) What is the total waste cost in producing 45 modules? (ii) What number minimizes waste cost?
Options:
 A. $2,510 and 21 modules
B. $2,488 and 24 modules
C. $2,516 and 25 modules
D. $2,532 and 26 modules
E. $2,512 and 20 modules
F. $2,000 and 19 modules
G. $2,515 and 18 modules
H. $3,012 and 23 modules
I. $2,500 and 22 modules
J. $2,524 and 17 modules","['$2,510 and 21 modules' '$2,488 and 24 modules' '$2,516 and 25 modules'
 '$2,532 and 26 modules' '$2,512 and 20 modules' '$2,000 and 19 modules'
 '$2,515 and 18 modules' '$3,012 and 23 modules' '$2,500 and 22 modules'
 '$2,524 and 17 modules']",E,4,,business,stemez-Business
823,"___________, ___________ and __________ are all factors which can impact the moral intensity
Options:
 A. Social dissensus, Cultural immediacy, Proximity
B. Social consensus, Temporal immediacy, Proximity
C. Temporal consensus, Social immediacy, Proximity
D. Social consensus, Spatial immediacy, Proximity
E. Proximity, Cultural dissensus, Temporal immediacy
F. Proximity, Social consensus, Temporal dissensus
G. Cultural consensus, Temporal immediacy, Proximity
H. Proximity, Temporal immediacy, Social dissensus
I. Proximity, Social dissensus, Futility of effect
J. Social dissensus, Temporal immediacy, Distance","['Social dissensus, Cultural immediacy, Proximity'
 'Social consensus, Temporal immediacy, Proximity'
 'Temporal consensus, Social immediacy, Proximity'
 'Social consensus, Spatial immediacy, Proximity'
 'Proximity, Cultural dissensus, Temporal immediacy'
 'Proximity, Social consensus, Temporal dissensus'
 'Cultural consensus, Temporal immediacy, Proximity'
 'Proximity, Temporal immediacy, Social dissensus'
 'Proximity, Social dissensus, Futility of effect'
 'Social dissensus, Temporal immediacy, Distance']",B,1,,business,ori_mmlu-business_ethics
5141,"A presidential veto would most likely be overturned in which of the following situations?
Options:
 A. The majority of American citizens support the proposed legislation.
B. More than half of the state governors support the proposed legislation.
C. The Supreme Court has ruled in favor of the proposed legislation.
D. The Vice President supports the proposed legislation.
E. The chief justice of the Supreme Court was appointed by the president.
F. The president's approval rating is exceptionally high.
G. The president’s party has a majority in the House but not in the Senate.
H. Approximately 30% of the senators and representatives are members of the presidential political party.
I. The proposed legislation has been sponsored by a third-party senator.
J. The president's successful reelection campaign advocated bipartisanship.","['The majority of American citizens support the proposed legislation.'
 'More than half of the state governors support the proposed legislation.'
 'The Supreme Court has ruled in favor of the proposed legislation.'
 'The Vice President supports the proposed legislation.'
 'The chief justice of the Supreme Court was appointed by the president.'
 ""The president's approval rating is exceptionally high.""
 'The president’s party has a majority in the House but not in the Senate.'
 'Approximately 30% of the senators and representatives are members of the presidential political party.'
 'The proposed legislation has been sponsored by a third-party senator.'
 ""The president's successful reelection campaign advocated bipartisanship.""]",H,7,,other,ori_mmlu-high_school_government_and_politics
673,"Bob's Camera Shop reduced the price of their worst selling camera by 8(1/3)%. The camera originally sold for $65. How much is the camera selling for now?
Options:
 A. $64.58
B. $60.08
C. $63.58
D. $57.58
E. $60.58
F. $58.58
G. $61.58
H. $59.58
I. $56.58
J. $62.58","['$64.58' '$60.08' '$63.58' '$57.58' '$60.58' '$58.58' '$61.58' '$59.58'
 '$56.58' '$62.58']",H,7,,business,stemez-Business
11426,"A non-Newtonian power-law fluid is flowing in a tube which is heatedby steam condensing outside the tube. Calculate the outletbulk fluid temperature for laminar flow, given the followingdata. Rate of flow of fluid = 650lbm/hr Entering temperature of the fluid = 100°F Inside wall temperature = 200°F Density of fluid = \rho = 65lbm/ft^3 Specific heat of fluid = C_p = 0.5 Btu/lbm°F Thermal conductivity of fluid = K = 0.7 Btu/hr°Fft Flow property constants: n' = 0.4 k = 80lbms^n-2 ft^-1 at 117.5°F k = 40lbms^n-2 ft^-1 atT_w= 200°F Internal diameter of tube = 1/12 ft. Length of tube = 7.4 ft.
Options:
 A. 128°F
B. 138°F
C. 125°F
D. 150°F
E. 137.5°F
F. 132°F
G. 145°F
H. 140°F
I. 135°F
J. 130°F","['128°F' '138°F' '125°F' '150°F' '137.5°F' '132°F' '145°F' '140°F' '135°F'
 '130°F']",I,8,,engineering,stemez-TransportPhenomena
1669,"A man filed a federal diversity action against a bus company, seeking damages for injuries he had sustained in an accident while riding a bus owned by the company. The man demanded a jury trial. After the parties' attorneys examined the prospective jurors and exercised their challenges, six jurors and two alternate jurors were chosen. During the trial, two jurors became ill and were replaced by the alternate jurors. At the conclusion of replaced by the alternate jurors. At the conclusion of the trial, a third juror also became ill, and the court excused that juror. The parties' attorneys stipulated to the return of a verdict from a five-person jury. The jury then deliberated and returned a verdict for the company. The man timely filed a motion for a new trial, arguing that the five-person jury was not large enough to return a verdict. Should the court grant the motion? 
Options:
 A. Yes, because the replacement of jurors during the trial invalidated the verdict.
B. No, because the illness of jurors is a valid reason for reducing the jury size.
C. Yes, because the man was not given a fair trial due to the reduced jury size.
D. No, because the court properly excused the three jurors due to illness.
E. No, because the parties stipulated to a verdict from a jury of fewer than six jurors.
F. No, because the verdict was reached before the third juror was excused.
G. Yes, because the stipulation of the attorneys cannot override federal jury size requirements.
H. Yes, because there must be at least 12 jurors on a federal civil jury.
I. Yes, because there must be at least six jurors on a federal civil jury.
J. No, because the remaining jurors were sufficient to reach a unanimous decision.","['Yes, because the replacement of jurors during the trial invalidated the verdict.'
 'No, because the illness of jurors is a valid reason for reducing the jury size.'
 'Yes, because the man was not given a fair trial due to the reduced jury size.'
 'No, because the court properly excused the three jurors due to illness.'
 'No, because the parties stipulated to a verdict from a jury of fewer than six jurors.'
 'No, because the verdict was reached before the third juror was excused.'
 'Yes, because the stipulation of the attorneys cannot override federal jury size requirements.'
 'Yes, because there must be at least 12 jurors on a federal civil jury.'
 'Yes, because there must be at least six jurors on a federal civil jury.'
 'No, because the remaining jurors were sufficient to reach a unanimous decision.']",E,4,,law,ori_mmlu-professional_law
12234,"A television picture is composed of approximately 300,000 individual picture elements, each of which can attain ten different and distinguishable brightness levels (such as black and shades of gray) for proper contrast. If, for any picture element, the probability of occurrence of the ten brightness levels are equal, and 30 picture frames are being transmitted per second, determine the bandwidth of the T.V. video signal. Assume that the signal-to-noise ratio of 1000 (30 db) is required for proper reproduction of any picture.
Options:
 A. 2.5MHz
B. 1.5MHz
C. 6MHz
D. 8MHz
E. 2MHz
F. 4MHz
G. 3MHz
H. 1MHz
I. 7MHz
J. 5MHz",['2.5MHz' '1.5MHz' '6MHz' '8MHz' '2MHz' '4MHz' '3MHz' '1MHz' '7MHz' '5MHz'],G,6,,engineering,stemez-ElectronicCommunications
5070,"Which of the following statements best characterizes cooperative federalism?
Options:
 A. The federal government and state governments working against each other
B. State and federal governments working on the same issue
C. States having complete authority over all issues within their borders
D. The federal government imposing policies on the states without their consent
E. State governments making decisions without any federal government involvement
F. Governments working with businesses to address an issue
G. The federal government having complete control over all policy areas
H. The federal government and state governments working independently on different issues
I. The executive and legislative branches working on legislation together
J. The federal government granting power over a policy area to the states","['The federal government and state governments working against each other'
 'State and federal governments working on the same issue'
 'States having complete authority over all issues within their borders'
 'The federal government imposing policies on the states without their consent'
 'State governments making decisions without any federal government involvement'
 'Governments working with businesses to address an issue'
 'The federal government having complete control over all policy areas'
 'The federal government and state governments working independently on different issues'
 'The executive and legislative branches working on legislation together'
 'The federal government granting power over a policy area to the states']",B,1,,other,ori_mmlu-high_school_government_and_politics
7072,"What is the immediate effect on the money supply if Bank A re-ceives a deposit of $ 1000 in currency from Mr. X and grants a loan of $ 500 to Mr. Y?
Options:
 A. add $1000 to the money supply
B. add $ 500 to the money supply
C. no change in the money supply
D. reduce $1000 from the money supply","['add $1000 to the money supply' 'add $ 500 to the money supply'
 'no change in the money supply' 'reduce $1000 from the money supply']",B,1,,economics,stemez-Economics
7525,"When the income elasticity of the demand for real money is 0.8, and the demand for real money appears to be increasingat a rate of 2.6% per year, what is the growth rate ofreal income?
Options:
 A. 0.8% Per year
B. 2.0% Per year
C. 3.47% Per year
D. 1.75% Per year
E. 3.25% Per year
F. 6.5% Per year
G. 2.6% Per year
H. 5.2% Per year
I. 1.3% Per year
J. 4.0% Per year","['0.8% Per year' '2.0% Per year' '3.47% Per year' '1.75% Per year'
 '3.25% Per year' '6.5% Per year' '2.6% Per year' '5.2% Per year'
 '1.3% Per year' '4.0% Per year']",C,2,,economics,stemez-Economics
9934,"An alarm whose frequency is 400 Hz is dropped out of a third-floor window. The student who drops it measures the frequency with a very sensitive oscilloscope. The measured frequency
Options:
 A. appears higher than 400 Hz and the frequency decreases as it falls
B. appears higher than 400 Hz and the frequency alternates as it falls
C. appears higher than 400 Hz and the frequency increase as it falls
D. appears higher than 400 Hz but the frequency remains constant as it falls
E. appears lower than 400 Hz and the frequency increases as it falls
F. appears lower than 400 Hz but the frequency remains constant as it falls
G. appears lower than 400 Hz and the frequency decreases as it falls
H. remains at 400 Hz as it falls
I. appears lower than 400 Hz and the frequency alternates as it falls
J. appears to fluctuate above and below 400 Hz as it falls","['appears higher than 400 Hz and the frequency decreases as it falls'
 'appears higher than 400 Hz and the frequency alternates as it falls'
 'appears higher than 400 Hz and the frequency increase as it falls'
 'appears higher than 400 Hz but the frequency remains constant as it falls'
 'appears lower than 400 Hz and the frequency increases as it falls'
 'appears lower than 400 Hz but the frequency remains constant as it falls'
 'appears lower than 400 Hz and the frequency decreases as it falls'
 'remains at 400 Hz as it falls'
 'appears lower than 400 Hz and the frequency alternates as it falls'
 'appears to fluctuate above and below 400 Hz as it falls']",G,6,,physics,ori_mmlu-high_school_physics
2254,"Define emotion in terms of feelings, responses, and motivation.
Options:
 A. Emotion is a state of anger.
B. Emotion is a behavioral display intended to influence others, without internal feelings or motivations.
C. Emotion is the conscious experience of affect, limited to situations of pleasure or pain.
D. Emotion is a state of happiness.
E. Emotion is a complex state characterized by heightened arousal level, defined in terms of feelings, responses, and motivation.
F. Emotion is an involuntary physical reaction to external events, unrelated to personal feelings or motivation.
G. Emotion is a long-lasting mood state that does not necessarily have a triggering event or clear external cause.
H. Emotion is the physiological response to cognitive judgments about social and environmental stimuli.
I. Emotion is a transient social construct that varies widely across cultures and situations.
J. Emotion is a state of sadness.","['Emotion is a state of anger.'
 'Emotion is a behavioral display intended to influence others, without internal feelings or motivations.'
 'Emotion is the conscious experience of affect, limited to situations of pleasure or pain.'
 'Emotion is a state of happiness.'
 'Emotion is a complex state characterized by heightened arousal level, defined in terms of feelings, responses, and motivation.'
 'Emotion is an involuntary physical reaction to external events, unrelated to personal feelings or motivation.'
 'Emotion is a long-lasting mood state that does not necessarily have a triggering event or clear external cause.'
 'Emotion is the physiological response to cognitive judgments about social and environmental stimuli.'
 'Emotion is a transient social construct that varies widely across cultures and situations.'
 'Emotion is a state of sadness.']",E,4,,psychology,stemez-Psychology
9025,"Consider a horizontal strip of N+2 squares in which the first and the last square are black and the remaining N squares are all white. Choose a white square uniformly at random, choose one of its two neighbors with equal probability, and color this neighboring square black if it is not already black. Repeat this process until all the remaining white squares have only black neighbors. Let $w(N)$ be the expected number of white squares remaining. What is the limit of $w(N)/N$ as $N$ goes to infinity?
Options:
 A. 0.32192809
B. 0.4567890
C. 0.36787944
D. 0.22313016
E. 0.2789456
F. 0.5
G. 0.13533528
H. 0.69314718
I. 0.5789098
J. 0.60653065","['0.32192809' '0.4567890' '0.36787944' '0.22313016' '0.2789456' '0.5'
 '0.13533528' '0.69314718' '0.5789098' '0.60653065']",C,2,,math,theoremQA-Math
660,"A factory is considering the purchase of a machine, for $600,000, that is expected to reduce production costs by $200,000 each year. The desired rate of return on this investment is 20%. What is the minimum life the machine must have to assure this rate of return?
Options:
 A. between 4 and 5 years
B. more than 7 years
C. between 5 and 6 years
D. slightly greater than 5 years
E. exactly 6 years
F. less than 4 years
G. exactly 3 years
H. exactly 5 years
I. more than 6 years
J. less than 5 years","['between 4 and 5 years' 'more than 7 years' 'between 5 and 6 years'
 'slightly greater than 5 years' 'exactly 6 years' 'less than 4 years'
 'exactly 3 years' 'exactly 5 years' 'more than 6 years'
 'less than 5 years']",D,3,,business,stemez-Business
9031,"What is the limit of the sequence a_n = n/(\sqrt{n^2 + 1})?
Options:
 A. -1
B. e (the base of natural logarithms)
C. 0
D. π (Pi, approximately 3.14159)
E. Infinity
F. 1/2
G. 1
H. 2
I. -Infinity
J. √2 (the square root of 2, approximately 1.41421)","['-1' 'e (the base of natural logarithms)' '0'
 'π (Pi, approximately 3.14159)' 'Infinity' '1/2' '1' '2' '-Infinity'
 '√2 (the square root of 2, approximately 1.41421)']",G,6,,math,theoremQA-Math
